x,c_Ca(CO3)@,c_Ca+2,c_Mg(CO3)@,c_Mg+2,c_CO3-2,c_HCO3-,c_Cl-,c_OH-,c_H+,pH,Calcite_mol_m3,Dolomite-dis_mol_m3
0.30999999999999994,0.005533297670204808,0.11680590897506699,3.4762041549854286e-05,0.0012884946393969259,0.03375403033842039,0.08287000142214299,0.002939793348073312,0.08287107729739948,1.255155287634679e-07,9.909626915481306,0.2047343607255131,0.0
0.31,0.005533297559023741,0.11680481519789794,3.451508244749678e-05,0.0012793264636961634,0.03375411753688404,0.08287026399728334,0.0029185694420778207,0.08287134032558774,1.2551552878025552e-07,9.909628342746355,0.2047342074772647,0.0
0.31000000000000005,0.005533297298967867,0.11680446289237853,3.445218056051511e-05,0.0012769903929513388,0.03375413727927769,0.08287032340130648,0.0029130342048949067,0.08287139992143173,1.255155287849719e-07,9.90962875947882,0.20473385117299064,0.0
0.31499999999999995,0.005533297034682859,0.11675808887802998,2.305675729062707e-05,0.0008542102066575932,0.03375800178644478,0.08288196215215854,0.0019437022300932637,0.08288305572976332,1.2551552954349748e-07,9.909689953169753,0.2047334422615384,0.0
0.315,0.00553329700784194,0.11675734036394386,2.2881895652502834e-05,0.0008477249205554728,0.033758063353009855,0.08288214756668087,0.0019287403751339707,0.0828832414366937,1.255155295552507e-07,9.909690939237905,0.20473340478475072,0.0
0.31500000000000006,0.005533296946639397,0.1167570922665724,2.283283142313136e-05,0.0008459046522950214,0.03375808181303741,0.08288220314222286,0.0019244554473583832,0.08288329713760834,1.2551552955870665e-07,9.909691257701036,0.2047333207833364,0.0
0.31999999999999995,0.005533296916316042,0.11672639953753851,1.5109834203142877e-05,0.0005596037391769847,0.033760646992379476,0.08288992919413005,0.0012698747218923506,0.0828910341681797,1.2551553007047326e-07,9.909731751803978,0.20473324744378033,0.0
0.32,0.005533296910523981,0.11672589220313041,1.4987911506921988e-05,0.0005550848520252819,0.03376068921031962,0.08289005634845234,0.0012594833459382824,0.08289116151081163,1.2551553007861277e-07,9.909732421999845,0.20473323900714369,0.0
0.32000000000000006,0.0055332968970640065,0.11672571448282373,1.4950617975474706e-05,0.0005537022582785016,0.033760703574181455,0.08289009960176022,0.0012562474022383692,0.08289120484537303,1.255155300811726e-07,9.909732656088707,0.2047332204203189,0.0
0.32499999999999996,0.005533296902493476,0.11670564979136,9.786713801938195e-06,0.0003623739506635209,0.033762382330612725,0.08289515603742813,0.0008199839534392374,0.08289626834748468,1.255155304220746e-07,9.90975910531034,0.20473320663690864,0.0
0.325,0.005533296901405178,0.1167053100756904,9.702960175733569e-06,0.00035927113489597133,0.0337624107158817,0.08289524153431578,0.0008128710050825524,0.08289635396554142,1.25515530427639e-07,9.90975955412172,0.20473320480008017,0.0
0.32500000000000007,0.005533296898561522,0.1167051836158701,9.675270626746512e-06,0.0003582450865494003,0.033762421191823475,0.0828952730842345,0.0008104818846793559,0.08289638556780864,1.2551553042951644e-07,9.909759721817316,0.20473320078960897,0.0
0.32999999999999996,0.005533296906846355,0.11669222873451357,6.267705900162296e-06,0.0002320374703536198,0.03376350563902782,0.08289853951794837,0.0005234505776332636,0.08289965655162773,1.255155306537151e-07,9.909776780019698,0.204733198173827,0.0
0.33,0.0055332969067278725,0.11669200420227038,6.21099865871706e-06,0.00022993727915172397,0.033763524427443306,0.0828985961108521,0.0005186502901196632,0.08289971322251649,1.2551553065746752e-07,9.909777076405026,0.2047331977776361,0.0
0.33000000000000007,0.005533296906159823,0.11669191553487812,6.190878648118612e-06,0.00022919196673637043,0.03376353182772078,0.0828986183999259,0.0005169229181912773,0.08289973554520091,1.2551553065882166e-07,9.909777194085274,0.20473319691526276,0.0
0.33499999999999996,0.0055332969124482,0.1166836532733346,3.971106053412132e-06,0.00014699781080561528,0.033764223645887284,0.08290070221587341,0.00033045588414941406,0.08290182229201384,1.2551553080441714e-07,9.909788060124942,0.20473319645938542,0.0
0.335,0.0055332969125002785,0.11668350680820533,3.93324729525492e-06,0.00014559600649628447,0.03376423590869007,0.08290073915352436,0.0003272608941289353,0.08290185927990062,1.2551553080691367e-07,9.909788253230932,0.20473319637503534,0.0
0.3350000000000001,0.0055332969124074795,0.11668344566621355,3.9189188363852314e-06,0.00014506532312342894,0.03376424102365533,0.0829007545603827,0.00032603617819506453,0.08290187470831634,1.2551553080787264e-07,9.909788334306615,0.20473319618803312,0.0
0.33999999999999997,0.005533296916622972,0.11667823958463389,2.491059049998727e-06,9.22034726207561e-05,0.03376467700969581,0.0829020677768425,0.00020640002125008877,0.08290318981255601,1.2551553090125434e-07,9.909795172326753,0.20473319614593916,0.0
0.34,0.005533296916683927,0.11667814527753154,2.4661294226965145e-06,9.128051396754128e-05,0.033764684907411295,0.08290209156621539,0.000204302083166298,0.08290321363432479,1.255155309028931e-07,9.909795296502804,0.20473319612726257,0.0
0.3400000000000001,0.005533296916683428,0.11667810381160465,2.456114902505996e-06,9.090968442152208e-05,0.033764688379016514,0.0829021020235379,0.00020344962052446625,0.0829032241054879,1.2551553090355986e-07,9.909795351408768,0.20473319608490873,0.0
0.3449999999999999,0.005533296919394324,0.1166748622376206,1.5489598490196184e-06,5.73293787840643e-05,0.03376495987223961,0.08290291976146415,0.00012762618396380777,0.08290404305843312,1.255155309627249e-07,9.909799603541732,0.20473319611399687,0.0
0.345,0.00553329691943949,0.11667480228426162,1.5327622907193116e-06,5.672975913939614e-05,0.03376496489356865,0.082902934886526,0.00012626672426578424,0.08290405820440391,1.2551553096378634e-07,9.909799682375903,0.2047331961096971,0.0
0.34500000000000003,0.005533296919453339,0.11667477461354328,1.5258869093597348e-06,5.647519885177225e-05,0.03376496721088494,0.08290294186703603,0.0001256836576923147,0.08290406519382282,1.2551553096424215e-07,9.909799718957354,0.20473319610019194,0.0
0.3499999999999999,0.005533296921156157,0.1166727797161269,9.565134361405699e-07,3.540054692462048e-05,0.03376513430018865,0.0829034451250869,7.820308358509124e-05,0.08290456923258477,1.255155310012798e-07,9.909802332276632,0.20473319612707666,0.0
0.35,0.005533296921186563,0.11667274207577394,9.461258318435293e-07,3.501604848285604e-05,0.0337651374529087,0.08290345462142766,7.733349437650389e-05,0.08290457874242303,1.2551553100195852e-07,9.909802381701514,0.20473319612643787,0.0
